,Country or area,City Code,Urban,Note,Latitude,Longitude,1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015
2,China,20656,Shanghai,202.0,31.22,121.46,"4,301","5,846","6,820","6,428","6,036","5,627","5,966","6,847","7,823","10,450","13,959","16,763","19,980","23,741"
